"r","f(r)","w(r)","a","f(a)","w(a)","b","f(b)","w(b)","c","f(c)","w(c)"
6191094,"2*3*7*13*17*23*29",7,391,"17^1*23^1",2,4901,"13^2*29^1",2,5292,"2^2*3^3*7^2",3
6191094,"2*3*7*13*17*23*29",7,442,"2^1*13^1*17^1",3,1421,"7^2*29^1",2,1863,"3^4*23^1",2
6191094,"2*3*7*13*17*23*29",7,464,"2^4*29^1",2,663,"3^1*13^1*17^1",3,1127,"7^2*23^1",2
6191094,"2*3*7*13*17*23*29",7,493,"17^1*29^1",2,5096,"2^3*7^2*13^1",3,5589,"3^5*23^1",2
6191094,"2*3*7*13*17*23*29",7,507,"3^1*13^2",2,2944,"2^7*23^1",2,3451,"7^1*17^1*29^1",3
6191094,"2*3*7*13*17*23*29",7,529,"23^2",1,5967,"3^3*13^1*17^1",3,6496,"2^5*7^1*29^1",3
6191094,"2*3*7*13*17*23*29",7,529,"23^2",1,14703,"3^1*13^2*29^1",3,15232,"2^7*7^1*17^1",3
6191094,"2*3*7*13*17*23*29",7,598,"2^1*13^1*23^1",3,69629,"7^4*29^1",2,70227,"3^5*17^2",2
6191094,"2*3*7*13*17*23*29",7,637,"7^2*13^1",2,1479,"3^1*17^1*29^1",3,2116,"2^2*23^2",2
6191094,"2*3*7*13*17*23*29",7,754,"2^1*13^1*29^1",3,833,"7^2*17^1",2,1587,"3^1*23^2",2
6191094,"2*3*7*13*17*23*29",7,768,"2^8*3^1",2,19343,"23^1*29^2",2,20111,"7^1*13^2*17^1",3
6191094,"2*3*7*13*17*23*29",7,841,"29^2",1,653072,"2^4*7^4*17^1",3,653913,"3^7*13^1*23^1",3
6191094,"2*3*7*13*17*23*29",7,896,"2^7*7^1",2,250563,"3^1*17^4",2,251459,"13^1*23^1*29^2",3
6191094,"2*3*7*13*17*23*29",7,897,"3^1*13^1*23^1",3,5831,"7^3*17^1",2,6728,"2^3*29^2",2
6191094,"2*3*7*13*17*23*29",7,1183,"7^1*13^2",2,15341,"23^2*29^1",2,16524,"2^2*3^5*17^1",3
6191094,"2*3*7*13*17*23*29",7,1827,"3^2*7^1*29^1",3,6877,"13^1*23^2",2,8704,"2^9*17^1",2
6191094,"2*3*7*13*17*23*29",7,1856,"2^6*29^1",2,57967,"7^3*13^2",2,59823,"3^2*17^2*23^1",3
6191094,"2*3*7*13*17*23*29",7,2001,"3^1*23^1*29^1",3,2912,"2^5*7^1*13^1",3,4913,"17^3",1
6191094,"2*3*7*13*17*23*29",7,2401,"7^4",1,6647,"17^2*23^1",2,9048,"2^3*3^1*13^1*29^1",4
6191094,"2*3*7*13*17*23*29",7,3159,"3^5*13^1",2,16184,"2^3*7^1*17^2",3,19343,"23^1*29^2",2
6191094,"2*3*7*13*17*23*29",7,4347,"3^3*7^1*23^1",3,4901,"13^2*29^1",2,9248,"2^5*17^2",2
6191094,"2*3*7*13*17*23*29",7,6561,"3^8",1,8671,"13^1*23^1*29^1",3,15232,"2^7*7^1*17^1",3
6191094,"2*3*7*13*17*23*29",7,7569,"3^2*29^2",2,8993,"17^1*23^2",2,16562,"2^1*7^2*13^2",3
6191094,"2*3*7*13*17*23*29",7,9261,"3^3*7^3",2,107648,"2^7*29^2",2,116909,"13^1*17^1*23^2",3
6191094,"2*3*7*13*17*23*29",7,10752,"2^9*3^1*7^1",3,142129,"13^2*29^2",2,152881,"17^2*23^2",2
6191094,"2*3*7*13*17*23*29",7,12167,"23^3",1,2393209,"7^2*13^2*17^2",3,2405376,"2^10*3^4*29^1",3
6191094,"2*3*7*13*17*23*29",7,17836,"2^2*7^3*13^1",3,19343,"23^1*29^2",2,37179,"3^7*17^1",2
6191094,"2*3*7*13*17*23*29",7,24389,"29^3",1,6782139,"3^2*7^3*13^3",3,6806528,"2^10*17^2*23^1",3
6191094,"2*3*7*13*17*23*29",7,359397,"3^6*17^1*29^1",3,802816,"2^14*7^2",2,1162213,"13^3*23^2",2
6374082,"2*3*11*13*17*19*23",7,11,"11^1",1,3876,"2^2*3^1*17^1*19^1",4,3887,"13^2*23^1",2
6374082,"2*3*11*13*17*19*23",7,22,"2^1*11^1",2,6647,"17^2*23^1",2,6669,"3^3*13^1*19^1",3
6374082,"2*3*11*13*17*19*23",7,23,"23^1",1,9724,"2^2*11^1*13^1*17^1",4,9747,"3^3*19^2",2
6374082,"2*3*11*13*17*19*23",7,33,"3^1*11^1",2,4199,"13^1*17^1*19^1",3,4232,"2^3*23^2",2
6374082,"2*3*11*13*17*19*23",7,38,"2^1*19^1",2,391,"17^1*23^1",2,429,"3^1*11^1*13^1",3
6374082,"2*3*11*13*17*19*23",7,169,"13^2",1,11799,"3^3*19^1*23^1",3,11968,"2^6*11^1*17^1",3
6374082,"2*3*11*13*17*19*23",7,176,"2^4*11^1",2,3757,"13^1*17^2",2,3933,"3^2*19^1*23^1",3
6374082,"2*3*11*13*17*19*23",7,187,"11^1*17^1",2,437,"19^1*23^1",2,624,"2^4*3^1*13^1",3
6374082,"2*3*11*13*17*19*23",7,209,"11^1*19^1",2,2392,"2^3*13^1*23^1",3,2601,"3^2*17^2",2
6374082,"2*3*11*13*17*19*23",7,247,"13^1*19^1",2,374,"2^1*11^1*17^1",3,621,"3^3*23^1",2
6374082,"2*3*11*13*17*19*23",7,253,"11^1*23^1",2,77571,"3^3*13^2*17^1",3,77824,"2^12*19^1",2
6374082,"2*3*11*13*17*19*23",7,299,"13^1*23^1",2,3672,"2^3*3^3*17^1",3,3971,"11^1*19^2",2
6374082,"2*3*11*13*17*19*23",7,323,"17^1*19^1",2,3564,"2^2*3^4*11^1",3,3887,"13^2*23^1",2
6374082,"2*3*11*13*17*19*23",7,361,"19^2",1,63648,"2^5*3^2*13^1*17^1",4,64009,"11^2*23^2",2
6374082,"2*3*11*13*17*19*23",7,513,"3^3*19^1",2,2431,"11^1*13^1*17^1",3,2944,"2^7*23^1",2
6374082,"2*3*11*13*17*19*23",7,608,"2^5*19^1",2,14641,"11^4",1,15249,"3^1*13^1*17^1*23^1",4
6374082,"2*3*11*13*17*19*23",7,676,"2^2*13^2",2,4131,"3^5*17^1",2,4807,"11^1*19^1*23^1",3
6374082,"2*3*11*13*17*19*23",7,782,"2^1*17^1*23^1",3,3211,"13^2*19^1",2,3993,"3^1*11^3",2
6374082,"2*3*11*13*17*19*23",7,867,"3^1*17^2",2,7436,"2^2*11^1*13^2",3,8303,"19^2*23^1",2
6374082,"2*3*11*13*17*19*23",7,1089,"3^2*11^2",2,7904,"2^5*13^1*19^1",3,8993,"17^1*23^2",2
6374082,"2*3*11*13*17*19*23",7,1936,"2^4*11^2",2,6137,"17^1*19^2",2,8073,"3^3*13^1*23^1",3
6374082,"2*3*11*13*17*19*23",7,2057,"11^2*17^1",2,11661,"3^1*13^2*23^1",3,13718,"2^1*19^3",2
6374082,"2*3*11*13*17*19*23",7,2197,"13^3",1,4301,"11^1*17^1*23^1",3,6498,"2^1*3^2*19^2",3
6374082,"2*3*11*13*17*19*23",7,3267,"3^3*11^2",2,101062,"2^1*13^3*23^1",3,104329,"17^2*19^2",2
6374082,"2*3*11*13*17*19*23",7,4807,"11^1*19^1*23^1",3,13689,"3^4*13^2",2,18496,"2^6*17^2",2
6374082,"2*3*11*13*17*19*23",7,17303,"11^3*13^1",2,140454,"2^1*3^5*17^2",3,157757,"19^3*23^1",2
6374082,"2*3*11*13*17*19*23",7,64009,"11^2*23^2",2,333944,"2^3*13^3*19^1",3,397953,"3^4*17^3",2
6374082,"2*3*11*13*17*19*23",7,85184,"2^6*11^3",2,85683,"3^1*13^4",2,170867,"17^1*19^1*23^2",3
6463230,"2*3*5*17*19*23*29",7,3,"3^1",1,30682,"2^1*23^2*29^1",3,30685,"5^1*17^1*19^2",3
6463230,"2*3*5*17*19*23*29",7,3,"3^1",1,157757,"19^3*23^1",2,157760,"2^6*5^1*17^1*29^1",4
6463230,"2*3*5*17*19*23*29",7,19,"19^1",1,2465,"5^1*17^1*29^1",3,2484,"2^2*3^3*23^1",3
6463230,"2*3*5*17*19*23*29",7,23,"23^1",1,142477,"17^3*29^1",2,142500,"2^2*3^1*5^4*19^1",4
6463230,"2*3*5*17*19*23*29",7,29,"29^1",1,2346,"2^1*3^1*17^1*23^1",4,2375,"5^3*19^1",2
6463230,"2*3*5*17*19*23*29",7,29,"29^1",1,5491,"17^2*19^1",2,5520,"2^4*3^1*5^1*23^1",4
6463230,"2*3*5*17*19*23*29",7,57,"3^1*19^1",2,725,"5^2*29^1",2,782,"2^1*17^1*23^1",3
6463230,"2*3*5*17*19*23*29",7,85,"5^1*17^1",2,437,"19^1*23^1",2,522,"2^1*3^2*29^1",3
6463230,"2*3*5*17*19*23*29",7,171,"3^2*19^1",2,3276800,"2^17*5^2",2,3276971,"17^3*23^1*29^1",3
6463230,"2*3*5*17*19*23*29",7,272,"2^4*17^1",2,3933,"3^2*19^1*23^1",3,4205,"5^1*29^2",2
6463230,"2*3*5*17*19*23*29",7,323,"17^1*19^1",2,460,"2^2*5^1*23^1",3,783,"3^3*29^1",2
6463230,"2*3*5*17*19*23*29",7,361,"19^2",1,1479,"3^1*17^1*29^1",3,1840,"2^4*5^1*23^1",3
6463230,"2*3*5*17*19*23*29",7,391,"17^1*23^1",2,464,"2^4*29^1",2,855,"3^2*5^1*19^1",3
6463230,"2*3*5*17*19*23*29",7,437,"19^1*23^1",2,3915,"3^3*5^1*29^1",3,4352,"2^8*17^1",2
6463230,"2*3*5*17*19*23*29",7,437,"19^1*23^1",2,4000,"2^5*5^3",2,4437,"3^2*17^1*29^1",3
6463230,"2*3*5*17*19*23*29",7,529,"23^2",1,950,"2^1*5^2*19^1",3,1479,"3^1*17^1*29^1",3
6463230,"2*3*5*17*19*23*29",7,529,"23^2",1,11745,"3^4*5^1*29^1",3,12274,"2^1*17^1*19^2",3
6463230,"2*3*5*17*19*23*29",7,551,"19^1*29^1",2,4624,"2^4*17^2",2,5175,"3^2*5^2*23^1",3
6463230,"2*3*5*17*19*23*29",7,608,"2^5*19^1",2,667,"23^1*29^1",2,1275,"3^1*5^2*17^1",3
6463230,"2*3*5*17*19*23*29",7,841,"29^2",1,5415,"3^1*5^1*19^2",3,6256,"2^4*17^1*23^1",3
6463230,"2*3*5*17*19*23*29",7,1292,"2^2*17^1*19^1",3,10875,"3^1*5^3*29^1",3,12167,"23^3",1
6463230,"2*3*5*17*19*23*29",7,1292,"2^2*17^1*19^1",3,71875,"5^5*23^1",2,73167,"3^1*29^3",2
6463230,"2*3*5*17*19*23*29",7,1472,"2^6*23^1",2,12825,"3^3*5^2*19^1",3,14297,"17^1*29^2",2
6463230,"2*3*5*17*19*23*29",7,1972,"2^2*17^1*29^1",3,2645,"5^1*23^2",2,4617,"3^5*19^1",2
6463230,"2*3*5*17*19*23*29",7,2523,"3^1*29^2",2,2645,"5^1*23^2",2,5168,"2^4*17^1*19^1",3
6463230,"2*3*5*17*19*23*29",7,2523,"3^1*29^2",2,5780,"2^2*5^1*17^2",3,8303,"19^2*23^1",2
6463230,"2*3*5*17*19*23*29",7,2754,"2^1*3^4*17^1",3,13225,"5^2*23^2",2,15979,"19^1*29^2",2
6463230,"2*3*5*17*19*23*29",7,83521,"17^4",1,291479,"19^1*23^2*29^1",3,375000,"2^3*3^1*5^6",3
6463230,"2*3*5*17*19*23*29",7,221952,"2^8*3^1*17^2",3,231173,"19^1*23^3",2,453125,"5^6*29^1",2
6463230,"2*3*5*17*19*23*29",7,1507328,"2^16*23^1",2,7428297,"3^1*19^5",2,8935625,"5^4*17^1*29^2",3
6676670,"2*5*7*11*13*23*29",7,13,"13^1",1,18502,"2^1*11^1*29^2",3,18515,"5^1*7^1*23^2",3
6676670,"2*5*7*11*13*23*29",7,16,"2^4",1,171925,"5^2*13^1*23^2",3,171941,"7^2*11^2*29^1",3
6676670,"2*5*7*11*13*23*29",7,55,"5^1*11^1",2,322,"2^1*7^1*23^1",3,377,"13^1*29^1",2
6676670,"2*5*7*11*13*23*29",7,145,"5^1*29^1",2,154,"2^1*7^1*11^1",3,299,"13^1*23^1",2
6676670,"2*5*7*11*13*23*29",7,145,"5^1*29^1",2,30613,"11^3*23^1",2,30758,"2^1*7^1*13^3",3
6676670,"2*5*7*11*13*23*29",7,169,"13^2",1,21175,"5^2*7^1*11^2",3,21344,"2^5*23^1*29^1",3
6676670,"2*5*7*11*13*23*29",7,275,"5^2*11^1",2,4394,"2^1*13^3",2,4669,"7^1*23^1*29^1",3
6676670,"2*5*7*11*13*23*29",7,319,"11^1*29^1",2,325,"5^2*13^1",2,644,"2^2*7^1*23^1",3
6676670,"2*5*7*11*13*23*29",7,667,"23^1*29^1",2,1573,"11^2*13^1",2,2240,"2^6*5^1*7^1",3
6676670,"2*5*7*11*13*23*29",7,805,"5^1*7^1*23^1",3,2704,"2^4*13^2",2,3509,"11^2*29^1",2
6676670,"2*5*7*11*13*23*29",7,1495,"5^1*13^1*23^1",3,5929,"7^2*11^2",2,7424,"2^8*29^1",2
6676670,"2*5*7*11*13*23*29",7,2645,"5^1*23^2",2,4901,"13^2*29^1",2,7546,"2^1*7^3*11^1",3
6676670,"2*5*7*11*13*23*29",7,3185,"5^1*7^2*13^1",3,19343,"23^1*29^2",2,22528,"2^11*11^1",2
6676670,"2*5*7*11*13*23*29",7,3328,"2^8*13^1",2,80707,"11^2*23^1*29^1",3,84035,"5^1*7^5",2
6676670,"2*5*7*11*13*23*29",7,3364,"2^2*29^2",2,11011,"7^1*11^2*13^1",3,14375,"5^4*23^1",2
6676670,"2*5*7*11*13*23*29",7,22528,"2^11*11^1",2,634375,"5^5*7^1*29^1",3,656903,"13^4*23^1",2
6676670,"2*5*7*11*13*23*29",7,26411,"7^4*11^1",2,70304,"2^5*13^3",2,96715,"5^1*23^1*29^2",3
6676670,"2*5*7*11*13*23*29",7,29095,"5^1*11^1*23^2",3,41209,"7^2*29^2",2,70304,"2^5*13^3",2
6676670,"2*5*7*11*13*23*29",7,560947,"23^1*29^3",2,313181638,"2^1*7^6*11^3",3,313742585,"5^1*13^7",2
6760390,"2*5*7*13*17*19*23",7,130,"2^1*5^1*13^1",3,6517,"7^3*19^1",2,6647,"17^2*23^1",2
6760390,"2*5*7*13*17*19*23",7,133,"7^1*19^1",2,442,"2^1*13^1*17^1",3,575,"5^2*23^1",2
6760390,"2*5*7*13*17*19*23",7,169,"13^2",1,2890,"2^1*5^1*17^2",3,3059,"7^1*19^1*23^1",3
6760390,"2*5*7*13*17*19*23",7,299,"13^1*23^1",2,2261,"7^1*17^1*19^1",3,2560,"2^9*5^1",2
6760390,"2*5*7*13*17*19*23",7,323,"17^1*19^1",2,3380,"2^2*5^1*13^2",3,3703,"7^1*23^2",2
6760390,"2*5*7*13*17*19*23",7,343,"7^3",1,27625,"5^3*13^1*17^1",3,27968,"2^6*19^1*23^1",3
6760390,"2*5*7*13*17*19*23",7,637,"7^2*13^1",2,11875,"5^4*19^1",2,12512,"2^5*17^1*23^1",3
6760390,"2*5*7*13*17*19*23",7,833,"7^2*17^1",2,1352,"2^3*13^2",2,2185,"5^1*19^1*23^1",3
6760390,"2*5*7*13*17*19*23",7,1360,"2^4*5^1*17^1",3,2527,"7^1*19^2",2,3887,"13^2*23^1",2
6760390,"2*5*7*13*17*19*23",7,3757,"13^1*17^2",2,7168,"2^10*7^1",2,10925,"5^2*19^1*23^1",3
6760390,"2*5*7*13*17*19*23",7,3887,"13^2*23^1",2,12920,"2^3*5^1*17^1*19^1",4,16807,"7^5",1
6760390,"2*5*7*13*17*19*23",7,4655,"5^1*7^2*19^1",3,4913,"17^3",1,9568,"2^5*13^1*23^1",3
6760390,"2*5*7*13*17*19*23",7,8303,"19^2*23^1",2,10625,"5^4*17^1",2,18928,"2^4*7^1*13^2",3
6760390,"2*5*7*13*17*19*23",7,27436,"2^2*19^3",2,359125,"5^3*13^2*17^1",3,386561,"7^5*23^1",2
6760390,"2*5*7*13*17*19*23",7,76832,"2^5*7^4",2,126293,"17^2*19^1*23^1",3,203125,"5^6*13^1",2
6760390,"2*5*7*13*17*19*23",7,126293,"17^2*19^1*23^1",3,245000,"2^3*5^4*7^2",3,371293,"13^5",1
6919458,"2*3*7*13*19*23*29",7,1,"",0,240786,"2^1*3^3*7^3*13^1",4,240787,"19^2*23^1*29^1",3
6919458,"2*3*7*13*19*23*29",7,3,"3^1",1,5681,"13^1*19^1*23^1",3,5684,"2^2*7^2*29^1",3
6919458,"2*3*7*13*19*23*29",7,7,"7^1",1,8664,"2^3*3^1*19^2",3,8671,"13^1*23^1*29^1",3
6919458,"2*3*7*13*19*23*29",7,19,"19^1",1,3655808,"2^7*13^4",2,3655827,"3^3*7^1*23^1*29^2",4
6919458,"2*3*7*13*19*23*29",7,24,"2^3*3^1",2,4669,"7^1*23^1*29^1",3,4693,"13^1*19^2",2
6919458,"2*3*7*13*19*23*29",7,52,"2^2*13^1",2,4617,"3^5*19^1",2,4669,"7^1*23^1*29^1",3
6919458,"2*3*7*13*19*23*29",7,91,"7^1*13^1",2,783,"3^3*29^1",2,874,"2^1*19^1*23^1",3
6919458,"2*3*7*13*19*23*29",7,133,"7^1*19^1",2,621,"3^3*23^1",2,754,"2^1*13^1*29^1",3
6919458,"2*3*7*13*19*23*29",7,152,"2^3*19^1",2,667,"23^1*29^1",2,819,"3^2*7^1*13^1",3
6919458,"2*3*7*13*19*23*29",7,203,"7^1*29^1",2,234,"2^1*3^2*13^1",3,437,"19^1*23^1",2
6919458,"2*3*7*13*19*23*29",7,207,"3^2*23^1",2,2432,"2^7*19^1",2,2639,"7^1*13^1*29^1",3
6919458,"2*3*7*13*19*23*29",7,208,"2^4*13^1",2,19343,"23^1*29^2",2,19551,"3^1*7^3*19^1",3
6919458,"2*3*7*13*19*23*29",7,243,"3^5",1,7163,"13^1*19^1*29^1",3,7406,"2^1*7^1*23^2",3
6919458,"2*3*7*13*19*23*29",7,252,"2^2*3^2*7^1",3,299,"13^1*23^1",2,551,"19^1*29^1",2
6919458,"2*3*7*13*19*23*29",7,299,"13^1*23^1",2,513,"3^3*19^1",2,812,"2^2*7^1*29^1",3
6919458,"2*3*7*13*19*23*29",7,343,"7^3",1,4901,"13^2*29^1",2,5244,"2^2*3^1*19^1*23^1",4
6919458,"2*3*7*13*19*23*29",7,437,"19^1*23^1",2,1131,"3^1*13^1*29^1",3,1568,"2^5*7^2",2
6919458,"2*3*7*13*19*23*29",7,513,"3^3*19^1",2,386048,"2^10*13^1*29^1",3,386561,"7^5*23^1",2
6919458,"2*3*7*13*19*23*29",7,551,"19^1*29^1",2,8281,"7^2*13^2",2,8832,"2^7*3^1*23^1",3
6919458,"2*3*7*13*19*23*29",7,686,"2^1*7^3",2,73167,"3^1*29^3",2,73853,"13^2*19^1*23^1",3
6919458,"2*3*7*13*19*23*29",7,882,"2^1*3^2*7^2",3,10051,"19^1*23^2",2,10933,"13^1*29^2",2
6919458,"2*3*7*13*19*23*29",7,1058,"2^1*23^2",2,6859,"19^3",1,7917,"3^1*7^1*13^1*29^1",4
6919458,"2*3*7*13*19*23*29",7,1458,"2^1*3^6",2,3211,"13^2*19^1",2,4669,"7^1*23^1*29^1",3
6919458,"2*3*7*13*19*23*29",7,1587,"3^1*23^2",2,1624,"2^3*7^1*29^1",3,3211,"13^2*19^1",2
6919458,"2*3*7*13*19*23*29",7,1682,"2^1*29^2",2,542659,"13^4*19^1",2,544341,"3^1*7^3*23^2",3
6919458,"2*3*7*13*19*23*29",7,2349,"3^4*29^1",2,3059,"7^1*19^1*23^1",3,5408,"2^5*13^2",2
6919458,"2*3*7*13*19*23*29",7,2527,"7^1*19^2",2,6144,"2^11*3^1",2,8671,"13^1*23^1*29^1",3
6919458,"2*3*7*13*19*23*29",7,2639,"7^1*13^1*29^1",3,3249,"3^2*19^2",2,5888,"2^8*23^1",2
6919458,"2*3*7*13*19*23*29",7,3402,"2^1*3^5*7^1",3,4901,"13^2*29^1",2,8303,"19^2*23^1",2
6919458,"2*3*7*13*19*23*29",7,4263,"3^1*7^2*29^1",3,7904,"2^5*13^1*19^1",3,12167,"23^3",1
6919458,"2*3*7*13*19*23*29",7,4416,"2^6*3^1*23^1",3,6517,"7^3*19^1",2,10933,"13^1*29^2",2
6919458,"2*3*7*13*19*23*29",7,6877,"13^1*23^2",2,104976,"2^4*3^8",2,111853,"7^1*19^1*29^2",3
6919458,"2*3*7*13*19*23*29",7,7163,"13^1*19^1*29^1",3,9604,"2^2*7^4",2,16767,"3^6*23^1",2
6919458,"2*3*7*13*19*23*29",7,8281,"7^2*13^2",2,9728,"2^9*19^1",2,18009,"3^3*23^1*29^1",3
6919458,"2*3*7*13*19*23*29",7,12167,"23^3",1,283024,"2^4*7^2*19^2",3,295191,"3^3*13^1*29^2",3
6919458,"2*3*7*13*19*23*29",7,130321,"19^4",1,497007,"3^2*7^4*23^1",3,627328,"2^7*13^2*29^1",3
6919458,"2*3*7*13*19*23*29",7,158171,"13^1*23^3",2,329232,"2^4*3^1*19^3",3,487403,"7^5*29^1",2
6919458,"2*3*7*13*19*23*29",7,3779136,"2^6*3^10",2,5025293,"7^5*13^1*23^1",3,8804429,"19^2*29^3",2
7212590,"2*5*7*11*17*19*29",7,1,"",0,7105,"5^1*7^2*29^1",3,7106,"2^1*11^1*17^1*19^1",4
7212590,"2*5*7*11*17*19*29",7,1,"",0,4090624,"2^8*19^1*29^2",3,4090625,"5^5*7^1*11^1*17^1",4
7212590,"2*5*7*11*17*19*29",7,44,"2^2*11^1",2,551,"19^1*29^1",2,595,"5^1*7^1*17^1",3
7212590,"2*5*7*11*17*19*29",7,50,"2^1*5^2",2,9317,"7^1*11^3",2,9367,"17^1*19^1*29^1",3
7212590,"2*5*7*11*17*19*29",7,55,"5^1*11^1",2,931,"7^2*19^1",2,986,"2^1*17^1*29^1",3
7212590,"2*5*7*11*17*19*29",7,203,"7^1*29^1",2,19652,"2^2*17^3",2,19855,"5^1*11^1*19^2",3
7212590,"2*5*7*11*17*19*29",7,968,"2^3*11^2",2,6137,"17^1*19^2",2,7105,"5^1*7^2*29^1",3
7212590,"2*5*7*11*17*19*29",7,1088,"2^6*17^1",2,287375,"5^3*11^2*19^1",3,288463,"7^3*29^2",2
7212590,"2*5*7*11*17*19*29",7,2299,"11^2*19^1",2,21025,"5^2*29^2",2,23324,"2^2*7^3*17^1",3
7212590,"2*5*7*11*17*19*29",7,2401,"7^4",1,58000,"2^4*5^3*29^1",3,60401,"11^1*17^2*19^1",3
7212590,"2*5*7*11*17*19*29",7,3773,"7^3*11^1",2,26912,"2^5*29^2",2,30685,"5^1*17^1*19^2",3
7212590,"2*5*7*11*17*19*29",7,4913,"17^3",1,47432,"2^3*7^2*11^2",3,52345,"5^1*19^2*29^1",3
7212590,"2*5*7*11*17*19*29",7,10469,"19^2*29^1",2,24500,"2^2*5^3*7^2",3,34969,"11^2*17^2",2
8036886,"2*3*11*13*17*19*29",7,51,"3^1*17^1",2,43681,"11^2*19^2",2,43732,"2^2*13^1*29^2",3
8036886,"2*3*11*13*17*19*29",7,116,"2^2*29^1",2,2601,"3^2*17^2",2,2717,"11^1*13^1*19^1",3
8036886,"2*3*11*13*17*19*29",7,143,"11^1*13^1",2,408,"2^3*3^1*17^1",3,551,"19^1*29^1",2
8036886,"2*3*11*13*17*19*29",7,169,"13^2",1,130152,"2^3*3^1*11^1*17^1*29^1",5,130321,"19^4",1
8036886,"2*3*11*13*17*19*29",7,171,"3^2*19^1",2,26741,"11^2*13^1*17^1",3,26912,"2^5*29^2",2
8036886,"2*3*11*13*17*19*29",7,187,"11^1*17^1",2,741,"3^1*13^1*19^1",3,928,"2^5*29^1",2
8036886,"2*3*11*13*17*19*29",7,209,"11^1*19^1",2,493,"17^1*29^1",2,702,"2^1*3^3*13^1",3
8036886,"2*3*11*13*17*19*29",7,377,"13^1*29^1",2,459,"3^3*17^1",2,836,"2^2*11^1*19^1",3
8036886,"2*3*11*13*17*19*29",7,578,"2^1*17^2",2,3393,"3^2*13^1*29^1",3,3971,"11^1*19^2",2
8036886,"2*3*11*13*17*19*29",7,832,"2^6*13^1",2,15147,"3^4*11^1*17^1",3,15979,"19^1*29^2",2
8036886,"2*3*11*13*17*19*29",7,1083,"3^1*19^2",2,4901,"13^2*29^1",2,5984,"2^5*11^1*17^1",3
8036886,"2*3*11*13*17*19*29",7,1102,"2^1*19^1*29^1",3,2057,"11^2*17^1",2,3159,"3^5*13^1",2
8036886,"2*3*11*13*17*19*29",7,1287,"3^2*11^1*13^1",3,6137,"17^1*19^2",2,7424,"2^8*29^1",2
8036886,"2*3*11*13*17*19*29",7,1859,"11^1*13^2",2,7888,"2^4*17^1*29^1",3,9747,"3^3*19^2",2
8036886,"2*3*11*13*17*19*29",7,2197,"13^3",1,2907,"3^2*17^1*19^1",3,5104,"2^4*11^1*29^1",3
8036886,"2*3*11*13*17*19*29",7,2304,"2^8*3^2",2,3757,"13^1*17^2",2,6061,"11^1*19^1*29^1",3
8036886,"2*3*11*13*17*19*29",7,4693,"13^1*19^2",2,30276,"2^2*3^2*29^2",3,34969,"11^2*17^2",2
8036886,"2*3*11*13*17*19*29",7,5046,"2^1*3^1*29^2",3,480491,"11^3*19^2",2,485537,"13^4*17^1",2
8036886,"2*3*11*13*17*19*29",7,5776,"2^4*19^2",2,8381,"17^2*29^1",2,14157,"3^2*11^2*13^1",3
8036886,"2*3*11*13*17*19*29",7,61009,"13^2*19^2",2,646272,"2^7*3^3*11^1*17^1",4,707281,"29^4",1
8036886,"2*3*11*13*17*19*29",7,88209,"3^6*11^2",2,207727,"13^1*19^1*29^2",3,295936,"2^10*17^2",2
8036886,"2*3*11*13*17*19*29",7,707281,"29^4",1,13407768,"2^3*3^6*11^2*19^1",4,14115049,"13^2*17^4",2
8036886,"2*3*11*13*17*19*29",7,2125764,"2^2*3^12",2,3159637,"13^1*17^2*29^2",3,5285401,"11^4*19^2",2
8523970,"2*5*7*13*17*19*29",7,19,"19^1",1,1885,"5^1*13^1*29^1",3,1904,"2^4*7^1*17^1",3
8523970,"2*5*7*13*17*19*29",7,29,"29^1",1,1700,"2^2*5^2*17^1",3,1729,"7^1*13^1*19^1",3
8523970,"2*5*7*13*17*19*29",7,38,"2^1*19^1",2,455,"5^1*7^1*13^1",3,493,"17^1*29^1",2
8523970,"2*5*7*13*17*19*29",7,100,"2^2*5^2",2,3757,"13^1*17^2",2,3857,"7^1*19^1*29^1",3
8523970,"2*5*7*13*17*19*29",7,323,"17^1*19^1",2,377,"13^1*29^1",2,700,"2^2*5^2*7^1",3
8523970,"2*5*7*13*17*19*29",7,416,"2^5*13^1",2,5075,"5^2*7^1*29^1",3,5491,"17^2*19^1",2
8523970,"2*5*7*13*17*19*29",7,845,"5^1*13^2",2,93347,"17^3*19^1",2,94192,"2^4*7^1*29^2",3
8523970,"2*5*7*13*17*19*29",7,1024,"2^10",1,1615,"5^1*17^1*19^1",3,2639,"7^1*13^1*29^1",3
8523970,"2*5*7*13*17*19*29",7,1445,"5^1*17^2",2,3248,"2^4*7^1*29^1",3,4693,"13^1*19^2",2
8523970,"2*5*7*13*17*19*29",7,3625,"5^3*29^1",2,99127,"7^3*17^2",2,102752,"2^5*13^2*19^1",3
8523970,"2*5*7*13*17*19*29",7,4352,"2^8*17^1",2,18125,"5^4*29^1",2,22477,"7^1*13^2*19^1",3
8731030,"2*5*7*11*17*23*29",7,25,"5^2",1,1309,"7^1*11^1*17^1",3,1334,"2^1*23^1*29^1",3
8731030,"2*5*7*11*17*23*29",7,85,"5^1*17^1",2,1771,"7^1*11^1*23^1",3,1856,"2^6*29^1",2
8731030,"2*5*7*11*17*23*29",7,112,"2^4*7^1",2,7225,"5^2*17^2",2,7337,"11^1*23^1*29^1",3
